tweet_id,username,text,tweet_date,tweet_url,search_term,lat,long,region
1234246071179628544,Adrienne Campbell, @realDonaldTrump @Mike_Pence #Pence #COVID #CoronaVirusUpdate #coronavirusushttps://twitter.com/set1958/status/1234193310861922306 … – at City of Santa Clara,2020-03-01 22:36:09,https://twitter.com/yoadrienne/status/1234246071179628544,COVID,37.7749,-122.194,SF
1234242141389344769,Mitchell Sink,"Anonomous  idea, since trump says it's all a hoax, is that anyone who knows they have COVID-19 should definitely attend MAGA rallies and donate big time to get face to face dinner with cheetto in chief ",2020-03-01 22:20:32,https://twitter.com/Mitch__Ji/status/1234242141389344769,COVID,37.7749,-122.194,SF
1234239861520908289,Trace Urdan,I spoke to a higher ed marketing firm operator on Friday who said that inquiries for online programs had spiked 30% in the past week presumably related to COVID-19.,2020-03-01 22:11:28,https://twitter.com/Trace_Urdan/status/1234239861520908289,COVID,37.7749,-122.194,SF
1234236831123685376,Crystal,"YOU are the enemy of the people! Take action agains COVID now! 15,000 new tests is laughable! Save America!",2020-03-01 21:59:26,https://twitter.com/jaskiewiczc/status/1234236831123685376,COVID,37.7749,-122.194,SF
1234236546317864960,Crystal,"YOU are the ENEMY of the people! Save america and take action against COVID now! 15,000 tests is laughable!!! https://twitter.com/realDonaldTrump/status/1234225268207898627 …",2020-03-01 21:58:18,https://twitter.com/jaskiewiczc/status/1234236546317864960,COVID,37.7749,-122.194,SF
1234236305350881280,Crystal,I’m disgusted and embarrassed to have YOU as our president! You’re a disgrace!! Do something now about COVID! https://twitter.com/realDonaldTrump/status/1234225268207898627 …,2020-03-01 21:57:20,https://twitter.com/jaskiewiczc/status/1234236305350881280,COVID,37.7749,-122.194,SF
1234209269001551872,Adrienne Campbell,"I know right! I went to packed Costco in Santa Clara county yesterday & felt like well, I got supplies AND #COVID probably now  #CoronaVirusUpdate #Coronovirius #CoronaVirusSantaClarahttps://twitter.com/thelma_madzima/status/1234102469996580865 … – at Tan-Cha",2020-03-01 20:09:54,https://twitter.com/yoadrienne/status/1234209269001551872,COVID,37.7749,-122.194,SF
1234202029309874177,Brian Levenson,"covid-19 has gone viral in the media

#pun #dadjoke #coughcough",2020-03-01 19:41:08,https://twitter.com/brian_levenson/status/1234202029309874177,COVID,37.7749,-122.194,SF
1234197945714532352,Crystal,So are you gonna start making your COVID rounds? There are lots of hugs to give out.  @realDonaldTrump @VP @POTUShttps://twitter.com/realDonaldTrump/status/522394479429689344 …,2020-03-01 19:24:55,https://twitter.com/jaskiewiczc/status/1234197945714532352,COVID,37.7749,-122.194,SF
1234195680538710016,Austere AttyJ,"#coronavirus #CoronaVirusUpdate #COVID #COVIDー19
#TDS is real.  Seek help.  #Resist #Resistance #AltLeft #Antifa
#MAGA #MAGA2020 #KAG #KAG2020 #KAG2020LandslideVictoryhttps://twitter.com/AttyJ/status/1234195084427419648 …",2020-03-01 19:15:55,https://twitter.com/AttyJ/status/1234195680538710016,COVID,37.7749,-122.194,SF
1234186394009866241,Eugene Wei,"The young have been highly immune to COVID-19. They were flaunting that immunity in my face. Touching my face, laughing and muttering “Good luck old man!”",2020-03-01 18:39:01,https://twitter.com/eugenewei/status/1234186394009866241,COVID,37.7749,-122.194,SF
1234179510444027904,"David ""Bear Feeder"" Pollak🐈","The cost for caring for a critical covid-19 patient (~20% of those infected) has to be >$100k… so each test reduces the chance of spread.

Also, the cost per patient increases supralinearly with the number of simultaneous cases.

Testing will reduce long term costs. https://twitter.com/QueeringPsych/status/1233502514772762624 …",2020-03-01 18:11:39,https://twitter.com/dpp/status/1234179510444027904,COVID,37.7749,-122.194,SF
1234175219654221824,MahaYoga Devi Dasi 🕉,Maybe Trump will get Covid-19. He is elderly with a poor diet! ,2020-03-01 17:54:36,https://twitter.com/MahaYoga_108/status/1234175219654221824,COVID,37.7749,-122.194,SF
1234170986221584384,Kevin Callahan 🚀,"As the daily cases of COVID-19 spread from China to other countries such as Italy, Iran, South Korea, etc. we see the Fear and Negative Sentiment in China start to subside while countries such as Japan are starting to see the inverse. pic.twitter.com/wafCXdvxjX",2020-03-01 17:37:47,https://twitter.com/KevGCallahan/status/1234170986221584384,COVID,37.7749,-122.194,SF
1234165678103396352,K Wub,"Yes it is but now we have COVID-19 here in several areas in the Bay Area and confirmed at the hospital in my town of Mountain View. But the Pres says it’s a hoax, ok https://twitter.com/RaylaRimpson/status/1233874580369895424 …",2020-03-01 17:16:42,https://twitter.com/ConanXochi1998/status/1234165678103396352,COVID,37.7749,-122.194,SF
1234143435784781824,R. Scott Love,"Who is overseeing the safety and protection of airport workers, flight crews and passengers at airports from transmission?  Many don’t even have health insurance if they were to become sick from COVID-19.  @POTUS @VP @CDCDirector @NIH",2020-03-01 15:48:19,https://twitter.com/TheScottLove/status/1234143435784781824,COVID,37.7749,-122.194,SF
1234137565009080320,Tatyana Kanzaveli,"More great data driven #COVID updates 
#COVID19https://twitter.com/thehowie/status/1234097364199202819 …",2020-03-01 15:24:59,https://twitter.com/glfceo/status/1234137565009080320,COVID,37.7749,-122.194,SF
1234072033232740354,Jon Rosenberg,Right now the only drug effective against #COVID19 appears to be cannabis. #COVID19US #SARSCoV2 #COVID_2019,2020-03-01 11:04:35,https://twitter.com/jrose1948/status/1234072033232740354,COVID,37.7749,-122.194,SF
1234069444655083522,Jon Rosenberg,"Pence appointed Steven Mnuchin to the Coronavirus Task Force. I’m sorry, but words fail. #2019nCoV #COVID19US #Covid_19 #covid19",2020-03-01 10:54:18,https://twitter.com/jrose1948/status/1234069444655083522,COVID,37.7749,-122.194,SF
1234021266094379011,Andrew ©,COVID-19 is going viral,2020-03-01 07:42:51,https://twitter.com/covrter/status/1234021266094379011,COVID,37.7749,-122.194,SF
1234246071179628544,Adrienne Campbell, @realDonaldTrump @Mike_Pence #Pence #COVID #CoronaVirusUpdate #coronavirusushttps://twitter.com/set1958/status/1234193310861922306 … – at City of Santa Clara,2020-03-01 22:36:09,https://twitter.com/yoadrienne/status/1234246071179628544,COVID,37.7749,-122.194,SF
1234242141389344769,Mitchell Sink,"Anonomous  idea, since trump says it's all a hoax, is that anyone who knows they have COVID-19 should definitely attend MAGA rallies and donate big time to get face to face dinner with cheetto in chief ",2020-03-01 22:20:32,https://twitter.com/Mitch__Ji/status/1234242141389344769,COVID,37.7749,-122.194,SF
1234239861520908289,Trace Urdan,I spoke to a higher ed marketing firm operator on Friday who said that inquiries for online programs had spiked 30% in the past week presumably related to COVID-19.,2020-03-01 22:11:28,https://twitter.com/Trace_Urdan/status/1234239861520908289,COVID,37.7749,-122.194,SF
1234236831123685376,Crystal,"YOU are the enemy of the people! Take action agains COVID now! 15,000 new tests is laughable! Save America!",2020-03-01 21:59:26,https://twitter.com/jaskiewiczc/status/1234236831123685376,COVID,37.7749,-122.194,SF
1234236546317864960,Crystal,"YOU are the ENEMY of the people! Save america and take action against COVID now! 15,000 tests is laughable!!! https://twitter.com/realDonaldTrump/status/1234225268207898627 …",2020-03-01 21:58:18,https://twitter.com/jaskiewiczc/status/1234236546317864960,COVID,37.7749,-122.194,SF
1234236305350881280,Crystal,I’m disgusted and embarrassed to have YOU as our president! You’re a disgrace!! Do something now about COVID! https://twitter.com/realDonaldTrump/status/1234225268207898627 …,2020-03-01 21:57:20,https://twitter.com/jaskiewiczc/status/1234236305350881280,COVID,37.7749,-122.194,SF
1234209269001551872,Adrienne Campbell,"I know right! I went to packed Costco in Santa Clara county yesterday & felt like well, I got supplies AND #COVID probably now  #CoronaVirusUpdate #Coronovirius #CoronaVirusSantaClarahttps://twitter.com/thelma_madzima/status/1234102469996580865 … – at Tan-Cha",2020-03-01 20:09:54,https://twitter.com/yoadrienne/status/1234209269001551872,COVID,37.7749,-122.194,SF
1234202029309874177,Brian Levenson,"covid-19 has gone viral in the media

#pun #dadjoke #coughcough",2020-03-01 19:41:08,https://twitter.com/brian_levenson/status/1234202029309874177,COVID,37.7749,-122.194,SF
1234197945714532352,Crystal,So are you gonna start making your COVID rounds? There are lots of hugs to give out.  @realDonaldTrump @VP @POTUShttps://twitter.com/realDonaldTrump/status/522394479429689344 …,2020-03-01 19:24:55,https://twitter.com/jaskiewiczc/status/1234197945714532352,COVID,37.7749,-122.194,SF
1234195680538710016,Austere AttyJ,"#coronavirus #CoronaVirusUpdate #COVID #COVIDー19
#TDS is real.  Seek help.  #Resist #Resistance #AltLeft #Antifa
#MAGA #MAGA2020 #KAG #KAG2020 #KAG2020LandslideVictoryhttps://twitter.com/AttyJ/status/1234195084427419648 …",2020-03-01 19:15:55,https://twitter.com/AttyJ/status/1234195680538710016,COVID,37.7749,-122.194,SF
1234186394009866241,Eugene Wei,"The young have been highly immune to COVID-19. They were flaunting that immunity in my face. Touching my face, laughing and muttering “Good luck old man!”",2020-03-01 18:39:01,https://twitter.com/eugenewei/status/1234186394009866241,COVID,37.7749,-122.194,SF
1234179510444027904,"David ""Bear Feeder"" Pollak🐈","The cost for caring for a critical covid-19 patient (~20% of those infected) has to be >$100k… so each test reduces the chance of spread.

Also, the cost per patient increases supralinearly with the number of simultaneous cases.

Testing will reduce long term costs. https://twitter.com/QueeringPsych/status/1233502514772762624 …",2020-03-01 18:11:39,https://twitter.com/dpp/status/1234179510444027904,COVID,37.7749,-122.194,SF
1234175219654221824,MahaYoga Devi Dasi 🕉,Maybe Trump will get Covid-19. He is elderly with a poor diet! ,2020-03-01 17:54:36,https://twitter.com/MahaYoga_108/status/1234175219654221824,COVID,37.7749,-122.194,SF
1234170986221584384,Kevin Callahan 🚀,"As the daily cases of COVID-19 spread from China to other countries such as Italy, Iran, South Korea, etc. we see the Fear and Negative Sentiment in China start to subside while countries such as Japan are starting to see the inverse. pic.twitter.com/wafCXdvxjX",2020-03-01 17:37:47,https://twitter.com/KevGCallahan/status/1234170986221584384,COVID,37.7749,-122.194,SF
1234165678103396352,K Wub,"Yes it is but now we have COVID-19 here in several areas in the Bay Area and confirmed at the hospital in my town of Mountain View. But the Pres says it’s a hoax, ok https://twitter.com/RaylaRimpson/status/1233874580369895424 …",2020-03-01 17:16:42,https://twitter.com/ConanXochi1998/status/1234165678103396352,COVID,37.7749,-122.194,SF
1234143435784781824,R. Scott Love,"Who is overseeing the safety and protection of airport workers, flight crews and passengers at airports from transmission?  Many don’t even have health insurance if they were to become sick from COVID-19.  @POTUS @VP @CDCDirector @NIH",2020-03-01 15:48:19,https://twitter.com/TheScottLove/status/1234143435784781824,COVID,37.7749,-122.194,SF
1234137565009080320,Tatyana Kanzaveli,"More great data driven #COVID updates 
#COVID19https://twitter.com/thehowie/status/1234097364199202819 …",2020-03-01 15:24:59,https://twitter.com/glfceo/status/1234137565009080320,COVID,37.7749,-122.194,SF
1234072033232740354,Jon Rosenberg,Right now the only drug effective against #COVID19 appears to be cannabis. #COVID19US #SARSCoV2 #COVID_2019,2020-03-01 11:04:35,https://twitter.com/jrose1948/status/1234072033232740354,COVID,37.7749,-122.194,SF
1234069444655083522,Jon Rosenberg,"Pence appointed Steven Mnuchin to the Coronavirus Task Force. I’m sorry, but words fail. #2019nCoV #COVID19US #Covid_19 #covid19",2020-03-01 10:54:18,https://twitter.com/jrose1948/status/1234069444655083522,COVID,37.7749,-122.194,SF
1234021266094379011,Andrew ©,COVID-19 is going viral,2020-03-01 07:42:51,https://twitter.com/covrter/status/1234021266094379011,COVID,37.7749,-122.194,SF
1234013024689610752,Thomas Lang,"With Spanish Flu, about one third of the population was infected. If COVID-19 is similar, this would mean around 22 million people in hospitals. https://twitter.com/PiperK/status/1233846607419977728 …",2020-03-01 07:10:06,https://twitter.com/ThomasL36975935/status/1234013024689610752,COVID,37.7749,-122.194,SF
1233939418936823808,Valeria Molteni 🧉 🙏🏻🧘‍♂️💚,"Yo estoy en Palo Alto, Ca y la cosa se está poniendo espesa con el fallecimiento en el estado de Washington. Por ahora hay preparación or si cierran las escuelas",2020-03-01 02:17:37,https://twitter.com/vmolteni/status/1233939418936823808,COVID,37.7749,-122.194,SF
1233938228668846080,DeliaChristina,Maybe trump should have another press conference and beg S. Korea to intervene in our COVID-19 response.,2020-03-01 02:12:53,https://twitter.com/DeliaChristina/status/1233938228668846080,COVID,37.7749,-122.194,SF
1233909003677102081,Arun Gupta,"Empty aisles at Costco are quite a unique sight, and people are hoarding drinking water. This is not happening because there is panic, but this will cause panic! #COVID pic.twitter.com/fGyRpdsHuA",2020-03-01 00:16:46,https://twitter.com/arungupta/status/1233909003677102081,COVID,37.7749,-122.194,SF
1233907918774267905,Selling popcorn on judgment day,Went to HMart in Santa Clara county (where a 4th case of COVID-19 has been confirmed) and had lunch. Ramen shelves nearly empty; meat shelves also. Had fabulous dol sot bi bim bop with spicy pork. pic.twitter.com/lplMojxIWM,2020-03-01 00:12:27,https://twitter.com/VirtuallyKim/status/1233907918774267905,COVID,37.7749,-122.194,SF
1234622851363160064,Ian Holmes,"Not sure if you’ve seen this, but there is convincing evidence from phylodynamic analysis of COVID-19 genome sequences that there are a few hundred undiagnosed cases around the observed cases in WA state https://twitter.com/trvrb/status/1234589598652784642?s=21 …https://twitter.com/trvrb/status/1234589598652784642 …",2020-03-02 23:33:20,https://twitter.com/ianholmes/status/1234622851363160064,COVID,37.7749,-122.194,SF
1234600071058149381,David Perry,"The Hotel Council updated statement on COVID-19.
@HotelCouncilSF
https://www.davidperry.com/newsroom/the-hotel-council-of-san-francisco-covid-19-statement.html …pic.twitter.com/5L6M1XsJax",2020-03-02 22:02:49,https://twitter.com/dpna/status/1234600071058149381,COVID,37.7749,-122.194,SF
1234597378881015808,jamie mcgurk,"Yes, but you could be referring to both Covid or the Fed with that statement!",2020-03-02 21:52:07,https://twitter.com/jpm25/status/1234597378881015808,COVID,37.7749,-122.194,SF
1234591088360321024,Shaun Haines 力是亮,Thoughts? San Francisco :: Santa Clara and San Mateo counties report new cases of coronavirus: Santa Clara County now reports 9 total cases of COVID-19 and San Mateo County has two. California has more than 40 confirmed cases. http://dlvr.it/RR6Xpk ,2020-03-02 21:27:07,https://twitter.com/HainesForSF/status/1234591088360321024,COVID,37.7749,-122.194,SF
1234590131551490048,Fernando Legaria,"@USEmbassyMEX A mediados de abril tengo cita en Mexico para mi renovación de Visa, viendo la tendencia por el virus COVID-19 en aumento, tendré problemas en regresar al US o puedo obtener la renovación en US",2020-03-02 21:23:19,https://twitter.com/flegaria/status/1234590131551490048,COVID,37.7749,-122.194,SF
1234585259678879745,LyokoTravels ( エリック ) Essential Worker,"We can go to the fedex office. If you want to.
I can't afford much this year at BABSCon this year anyways due to the impact of what Covid-19 has done so far and the impact it has at work.",2020-03-02 21:03:58,https://twitter.com/LyokoTravels/status/1234585259678879745,COVID,37.7749,-122.194,SF
1234562580401704960,"Not an expert, but...",Offer still stands for an all expenses paid trip to a COVID-19 active area for any MAGA person who thinks it’s a liberal hoax. Hit me up!,2020-03-02 19:33:50,https://twitter.com/jay2bell/status/1234562580401704960,COVID,37.7749,-122.194,SF
1234561296319647744,Hugh Geiger,"And now that real testing can begin, expect a 'shock' ramp in US infections and recriminations. US didn't have any new covid cases last week because it's wasn't test for them.

https://www.politico.com/news/2020/03/02/azar-crosshairs-delays-coronavirus-tests-118796 …",2020-03-02 19:28:44,https://twitter.com/geigster/status/1234561296319647744,COVID,37.7749,-122.194,SF
1234551171626328064,germz🌈,ALL THE XENOPHOBES NEED TO WATCH THIS SHIT AND REALLY E D U C A T E THEMSELVES ON THE COVID-19! periodT. https://twitter.com/GirlNamedMarley/status/1234245348572487682 …,2020-03-02 18:48:30,https://twitter.com/jheremiii/status/1234551171626328064,COVID,37.7749,-122.194,SF
1234549340275761158,actually it’s good,[browsing list of COVID-19 symptoms] being a huge dumbass... extreme laziness... posting addiction... oh FUCk [drops coffee cup in slo-mo],2020-03-02 18:41:14,https://twitter.com/yungchomsky/status/1234549340275761158,COVID,37.7749,-122.194,SF
1234538076153597952,John Gioia,"An important #COVID-19 #Coronavirus announcement from our County Health Officers.  Preparation tips in the LIKELY case of more community spread of this virus in our area.  Don’t panic, be prepared. @CoCoHealthpic.twitter.com/BUhYmlPWuR",2020-03-02 17:56:28,https://twitter.com/supejohngioia/status/1234538076153597952,COVID,37.7749,-122.194,SF
1234531875332378628,Lee Edwards 🏳️‍🌈🦾,"COVID-19 is so good for huggers. If you see me over the next few weeks, I’m not even going to pretend.",2020-03-02 17:31:50,https://twitter.com/terronk/status/1234531875332378628,COVID,37.7749,-122.194,SF
1234506618642894849,"David ""Bear Feeder"" Pollak🐈",Pro tip… the best way to fight a highly transmissible virus is to not participate in assemblies. A rally to fight covid-19 is an anti pattern https://twitter.com/conniechansf/status/1234170346862825473 …,2020-03-02 15:51:28,https://twitter.com/dpp/status/1234506618642894849,COVID,37.7749,-122.194,SF
1234492996986363904,Jonathan,"川普在這個肺炎門有先機！一
Ban 中國大陸旅客，犯濫國際旅客入境！二 讓冷靜誠實的副總統領導處理肺炎病菌預防治癒！不讓民主黨左派與媒體有機可乘搗亂胡來破壞秩序！三 開誠佈公沒有隱密！ 動用全國專家趕進度消滅covid-19 不用網軍作為，不批評其他國家！ Under God, we will win! We will win!",2020-03-02 14:57:20,https://twitter.com/JonathanChen194/status/1234492996986363904,COVID,37.7749,-122.194,SF
1234481612345053185,Padron Performance Consulting,The @NCAA link for information on COVID-19. http://www.ncaa.org/sport-science-institute/ncaa-coronavirus-resources …,2020-03-02 14:12:06,https://twitter.com/PadronPerform/status/1234481612345053185,COVID,37.7749,-122.194,SF
1234365303405965312,Lauren Zabel,"Oh the COVID-19 humor, Dad ",2020-03-02 06:29:56,https://twitter.com/laurenmzabel/status/1234365303405965312,COVID,37.7749,-122.194,SF
1234354774054588417,MahaYoga Devi Dasi 🕉,"@BBC_HaveYourSay 1) ~ I am a 58 year old woman living in Vallejo California, within Solano County. Ground zero, for the Northern California Covid-19 outbreak.  I have stage 4 lung cancer, so I’m high risk.  My Oncologist wants me to wear a N95 mask in public and avoid crowds.",2020-03-02 05:48:05,https://twitter.com/MahaYoga_108/status/1234354774054588417,COVID,37.7749,-122.194,SF
1234338167567683584,andrewchen,"If you thought the R0 for COVID-19 seems bad, check out measles! 
COVID-19’s R0: 1.4-4
Measles R0: 12-18 (!!!)

Longer article here: https://www.popsci.com/story/health/how-diseases-spread/ …pic.twitter.com/szDJuQtjKS",2020-03-02 04:42:06,https://twitter.com/andrewchen/status/1234338167567683584,COVID,37.7749,-122.194,SF
1234309914916376576,Doug Lawrence,"The mortality rate of coronavirus Covid-19 is currently estimated to be 2-3%

https://www.vox.com/2020/1/31/21113178/what-is-coronavirus-symptoms-travel-china-map …",2020-03-02 02:49:50,https://twitter.com/dlawrence/status/1234309914916376576,COVID,37.7749,-122.194,SF
1234622851363160064,Ian Holmes,"Not sure if you’ve seen this, but there is convincing evidence from phylodynamic analysis of COVID-19 genome sequences that there are a few hundred undiagnosed cases around the observed cases in WA state https://twitter.com/trvrb/status/1234589598652784642?s=21 …https://twitter.com/trvrb/status/1234589598652784642 …",2020-03-02 23:33:20,https://twitter.com/ianholmes/status/1234622851363160064,COVID,37.7749,-122.194,SF
1234600071058149381,David Perry,"The Hotel Council updated statement on COVID-19.
@HotelCouncilSF
https://www.davidperry.com/newsroom/the-hotel-council-of-san-francisco-covid-19-statement.html …pic.twitter.com/5L6M1XsJax",2020-03-02 22:02:49,https://twitter.com/dpna/status/1234600071058149381,COVID,37.7749,-122.194,SF
1234597378881015808,jamie mcgurk,"Yes, but you could be referring to both Covid or the Fed with that statement!",2020-03-02 21:52:07,https://twitter.com/jpm25/status/1234597378881015808,COVID,37.7749,-122.194,SF
1234591088360321024,Shaun Haines 力是亮,Thoughts? San Francisco :: Santa Clara and San Mateo counties report new cases of coronavirus: Santa Clara County now reports 9 total cases of COVID-19 and San Mateo County has two. California has more than 40 confirmed cases. http://dlvr.it/RR6Xpk ,2020-03-02 21:27:07,https://twitter.com/HainesForSF/status/1234591088360321024,COVID,37.7749,-122.194,SF
1234590131551490048,Fernando Legaria,"@USEmbassyMEX A mediados de abril tengo cita en Mexico para mi renovación de Visa, viendo la tendencia por el virus COVID-19 en aumento, tendré problemas en regresar al US o puedo obtener la renovación en US",2020-03-02 21:23:19,https://twitter.com/flegaria/status/1234590131551490048,COVID,37.7749,-122.194,SF
1234585259678879745,LyokoTravels ( エリック ) Essential Worker,"We can go to the fedex office. If you want to.
I can't afford much this year at BABSCon this year anyways due to the impact of what Covid-19 has done so far and the impact it has at work.",2020-03-02 21:03:58,https://twitter.com/LyokoTravels/status/1234585259678879745,COVID,37.7749,-122.194,SF
1234562580401704960,"Not an expert, but...",Offer still stands for an all expenses paid trip to a COVID-19 active area for any MAGA person who thinks it’s a liberal hoax. Hit me up!,2020-03-02 19:33:50,https://twitter.com/jay2bell/status/1234562580401704960,COVID,37.7749,-122.194,SF
1234561296319647744,Hugh Geiger,"And now that real testing can begin, expect a 'shock' ramp in US infections and recriminations. US didn't have any new covid cases last week because it's wasn't test for them.

https://www.politico.com/news/2020/03/02/azar-crosshairs-delays-coronavirus-tests-118796 …",2020-03-02 19:28:44,https://twitter.com/geigster/status/1234561296319647744,COVID,37.7749,-122.194,SF
1234551171626328064,germz🌈,ALL THE XENOPHOBES NEED TO WATCH THIS SHIT AND REALLY E D U C A T E THEMSELVES ON THE COVID-19! periodT. https://twitter.com/GirlNamedMarley/status/1234245348572487682 …,2020-03-02 18:48:30,https://twitter.com/jheremiii/status/1234551171626328064,COVID,37.7749,-122.194,SF
1234549340275761158,actually it’s good,[browsing list of COVID-19 symptoms] being a huge dumbass... extreme laziness... posting addiction... oh FUCk [drops coffee cup in slo-mo],2020-03-02 18:41:14,https://twitter.com/yungchomsky/status/1234549340275761158,COVID,37.7749,-122.194,SF
1234538076153597952,John Gioia,"An important #COVID-19 #Coronavirus announcement from our County Health Officers.  Preparation tips in the LIKELY case of more community spread of this virus in our area.  Don’t panic, be prepared. @CoCoHealthpic.twitter.com/BUhYmlPWuR",2020-03-02 17:56:28,https://twitter.com/supejohngioia/status/1234538076153597952,COVID,37.7749,-122.194,SF
1234531875332378628,Lee Edwards 🏳️‍🌈🦾,"COVID-19 is so good for huggers. If you see me over the next few weeks, I’m not even going to pretend.",2020-03-02 17:31:50,https://twitter.com/terronk/status/1234531875332378628,COVID,37.7749,-122.194,SF
1234506618642894849,"David ""Bear Feeder"" Pollak🐈",Pro tip… the best way to fight a highly transmissible virus is to not participate in assemblies. A rally to fight covid-19 is an anti pattern https://twitter.com/conniechansf/status/1234170346862825473 …,2020-03-02 15:51:28,https://twitter.com/dpp/status/1234506618642894849,COVID,37.7749,-122.194,SF
1234492996986363904,Jonathan,"川普在這個肺炎門有先機！一
Ban 中國大陸旅客，犯濫國際旅客入境！二 讓冷靜誠實的副總統領導處理肺炎病菌預防治癒！不讓民主黨左派與媒體有機可乘搗亂胡來破壞秩序！三 開誠佈公沒有隱密！ 動用全國專家趕進度消滅covid-19 不用網軍作為，不批評其他國家！ Under God, we will win! We will win!",2020-03-02 14:57:20,https://twitter.com/JonathanChen194/status/1234492996986363904,COVID,37.7749,-122.194,SF
1234481612345053185,Padron Performance Consulting,The @NCAA link for information on COVID-19. http://www.ncaa.org/sport-science-institute/ncaa-coronavirus-resources …,2020-03-02 14:12:06,https://twitter.com/PadronPerform/status/1234481612345053185,COVID,37.7749,-122.194,SF
1234365303405965312,Lauren Zabel,"Oh the COVID-19 humor, Dad ",2020-03-02 06:29:56,https://twitter.com/laurenmzabel/status/1234365303405965312,COVID,37.7749,-122.194,SF
1234354774054588417,MahaYoga Devi Dasi 🕉,"@BBC_HaveYourSay 1) ~ I am a 58 year old woman living in Vallejo California, within Solano County. Ground zero, for the Northern California Covid-19 outbreak.  I have stage 4 lung cancer, so I’m high risk.  My Oncologist wants me to wear a N95 mask in public and avoid crowds.",2020-03-02 05:48:05,https://twitter.com/MahaYoga_108/status/1234354774054588417,COVID,37.7749,-122.194,SF
1234338167567683584,andrewchen,"If you thought the R0 for COVID-19 seems bad, check out measles! 
COVID-19’s R0: 1.4-4
Measles R0: 12-18 (!!!)

Longer article here: https://www.popsci.com/story/health/how-diseases-spread/ …pic.twitter.com/szDJuQtjKS",2020-03-02 04:42:06,https://twitter.com/andrewchen/status/1234338167567683584,COVID,37.7749,-122.194,SF
1234309914916376576,Doug Lawrence,"The mortality rate of coronavirus Covid-19 is currently estimated to be 2-3%

https://www.vox.com/2020/1/31/21113178/what-is-coronavirus-symptoms-travel-china-map …",2020-03-02 02:49:50,https://twitter.com/dlawrence/status/1234309914916376576,COVID,37.7749,-122.194,SF
1234300331074281473,bubba,"At least 18 reported deaths of medical workers related to COVID-19 as of Monday, including nurses and doctors who died not because of infection but because of cardiac arrest or other ailments due to overwork and fatigue. One was hit by a car while taking temperatures on a highway https://twitter.com/skarlamangla/status/1234235175401185280 …",2020-03-02 02:11:45,https://twitter.com/willthechen/status/1234300331074281473,COVID,37.7749,-122.194,SF
1234290006849572864,Michael D. Anderson,This is why Jack Armstrong has never had soup or COVID-19!,2020-03-02 01:30:44,https://twitter.com/ZipMikeAnderson/status/1234290006849572864,COVID,37.7749,-122.194,SF
1234289060836855808,"David ""Bear Feeder"" Pollak🐈",The calculus is likely flavored by trump supporters being an older demographic and have an increased likelihood to die from covid-19.,2020-03-02 01:26:58,https://twitter.com/dpp/status/1234289060836855808,COVID,37.7749,-122.194,SF
1234285041972199424,Bruno Larvol,"CoviD 19, more like",2020-03-02 01:11:00,https://twitter.com/brunolarvol/status/1234285041972199424,COVID,37.7749,-122.194,SF
1234280618839511047,Nils Gilman,"The decision making process with respect to the Covid-19 response is being driven not by epidemiological analysis or public health protocols, only be immediate and local political signals. https://twitter.com/nils_gilman/status/1234262180192612352 …",2020-03-02 00:53:26,https://twitter.com/nils_gilman/status/1234280618839511047,COVID,37.7749,-122.194,SF
1234274734516211712,Shaun Haines 力是亮,"Thoughts? San Francisco :: Here's where coronavirus cases have been reported in California: California has recorded at least 37 cases of the coronavirus COVID-19 in Alameda, Humboldt, Los Angeles, Orange, Sacramento, San Benito, San Diego, Santa Clara… http://dlvr.it/RR3NyX ",2020-03-02 00:30:03,https://twitter.com/HainesForSF/status/1234274734516211712,COVID,37.7749,-122.194,SF
