tweet_id,username,text,tweet_date,tweet_url,search_term,lat,long,region
1259271805547601920,TransportUP,"Wisk is looking to resume testing for the Cora eVTOL by the end of May at latest, following COVID-19 lockdown protocol dropping to Level 3 in New Zealand.
https://transportup.com/headlines-breaking-news/vehicles-manufactures/wisk-looks-to-resume-flight-tests-for-cora/ …",2020-05-09 23:59:29,https://twitter.com/Transport_Up/status/1259271805547601920,COVID,34.0522,-118.2437,LA
1259271745279795200,Erika Costell,"yes! i was in miami for two months, got tested for covid (and was negative) then drove to TN to be with my fam",2020-05-09 23:59:14,https://twitter.com/erikacostell/status/1259271745279795200,COVID,34.0522,-118.2437,LA
1259271645648191488,Pat Skiffington,Do you know one person who died from COVID because they went to the grocery store?  Or did @GavinNewsom read you that bedtime story?,2020-05-09 23:58:51,https://twitter.com/pskiffington/status/1259271645648191488,COVID,34.0522,-118.2437,LA
1259271599405953025,🆘⚰️ #ImpeachtheMF ⚰️🆘,"I wish COVID-19 on anyone that voted for Donald John Trump on November 8, 2016.",2020-05-09 23:58:40,https://twitter.com/Decker711/status/1259271599405953025,COVID,34.0522,-118.2437,LA
1259271406384078848,Karl Werner,"The election is coming up. Let us make some changes. Every year the premiums increase by  12.5% for health insurance and people will fall out of the system as soon the economy is in trouble.

COVID-19 Crisis: U.S. VS Canada Response | NowThis https://youtu.be/1DXCGyB5gqQ  via @YouTube",2020-05-09 23:57:54,https://twitter.com/KarlEWerner/status/1259271406384078848,COVID,34.0522,-118.2437,LA
1259271405503303680,Drew Vaupen,"Moved out of Covid ward into a rehab facility to get his strength back. He lost 20 pounds in two weeks.  The man survived the Holocaust, he’s a fighter.  He’ll require full time care but we just want him back home.",2020-05-09 23:57:53,https://twitter.com/Drewby1028/status/1259271405503303680,COVID,34.0522,-118.2437,LA
1259271403276124161,Matt Cohen,Yup. A personal choice to not get Covid ,2020-05-09 23:57:53,https://twitter.com/CamelToad/status/1259271403276124161,COVID,34.0522,-118.2437,LA
1259271200494084097,Michelle,One of Trump’s personal valets tests positive for Covid-19 https://www.theguardian.com/world/2020/may/07/trump-valet-coronavirus-positive-us …,2020-05-09 23:57:04,https://twitter.com/butterflly63/status/1259271200494084097,COVID,34.0522,-118.2437,LA
1259271198715686912,Amador Galvez III,Barack Obama calls Trump administration's response to COVID-19 a 'chaotic disaster'  https://twitter.com/i/events/1259248701920301056 …,2020-05-09 23:57:04,https://twitter.com/AmadorGalvezIII/status/1259271198715686912,COVID,34.0522,-118.2437,LA
1259271174674018305,A Different Light,going for the covid vote,2020-05-09 23:56:58,https://twitter.com/ADIFFERNTLIGHT/status/1259271174674018305,COVID,34.0522,-118.2437,LA
1259271133221621760,Jenelle Riley,"I hate being sick and I’m really bad at it. 

(Because it needs to be said, not COVID. Shitty migraine.)",2020-05-09 23:56:48,https://twitter.com/jenelleriley/status/1259271133221621760,COVID,34.0522,-118.2437,LA
1259271124803743744,Max Ghezzi,"Why should he? He’s not to blame for COVID-19. And no, nobody’s forced to work there. But if you need to feed yourself and your family you need to work.",2020-05-09 23:56:46,https://twitter.com/maxghezzi/status/1259271124803743744,COVID,34.0522,-118.2437,LA
1259270940766150656,Tom Schick,"Are We About to See a New Wave of Foreclosures?

With all of the havoc being caused by COVID-19, many are concerned we may see a new wave of foreclosures. Restaurants, airlines, hotels, and many other industries are… https://www.instagram.com/p/B__H_AvpG8z/?igshid=1y1b5x8v365qg …",2020-05-09 23:56:03,https://twitter.com/TomSchickRE/status/1259270940766150656,COVID,34.0522,-118.2437,LA
1259270775795847170,meg♡,As many of you know my nanny has tested positive for COVID-19 & is currently fighting this awful virus in the ICU at Ochsner Slidell. We are currently searching for anyone that has had COVID-19 & survived that is willing to donate plasma with an AB+ blood type. PLEASE SHARE!!!,2020-05-09 23:55:23,https://twitter.com/megannbrianne/status/1259270775795847170,COVID,34.0522,-118.2437,LA
1259270680375201793,rick wood,Haven’t even started on my Covid cure but I did figure out how high is too high to play guitar but then immediately forgot.,2020-05-09 23:55:00,https://twitter.com/Rickw00d/status/1259270680375201793,COVID,34.0522,-118.2437,LA
1259270533314568194,SHPE National,"We've launched the ALL-IN Student Relief Fund with the support of our IPC partners @Bechtel,  @Cummins, and @honeywell to help our student members through COVID-19. If you are struggling, apply now for a stipend up to $500. https://bit.ly/3bhMwbx pic.twitter.com/8aLwwfTTeE",2020-05-09 23:54:25,https://twitter.com/SHPE/status/1259270533314568194,COVID,34.0522,-118.2437,LA
1259270517120356352,13YearsaPICURN,Peace to you and your fam. A friend of a friend just passed of a heart attack.  Tested positive for covid with zero symptoms prior.,2020-05-09 23:54:22,https://twitter.com/DenMothers/status/1259270517120356352,COVID,34.0522,-118.2437,LA
1259270373851271168,Allissa Richardson,"I could listen to Jill & Erykah talk all day. It's such a balm after a hard week of mourning Ahmaud Arbery, #LittleRichard, Andre Harrell, and all of our brothers and sisters who have been disproportionately affected by COVID-19. I love us. So much.",2020-05-09 23:53:47,https://twitter.com/DrAlliRich/status/1259270373851271168,COVID,34.0522,-118.2437,LA
1259270250131910656,Strawberry Fields Forever,"12,469 deaths in the US. I guess you rounded it up to 18,000?  Covid-19 deaths in the US is over 77,000 and over 1,274,000 cases. Trump downplayed the virus until mid March. Trump is incompetent. pic.twitter.com/K6VVIcggPn",2020-05-09 23:53:18,https://twitter.com/RamonaResisting/status/1259270250131910656,COVID,34.0522,-118.2437,LA
1258184701639946240,The Midnight Mission,"Due to the Covid-19 Pandemic, we have decided to forgo gathering in person for our 7th Annual Smokey Robinson Golf Tournament. Instead, we will be hosting a virtual golf event in honor of our annual tournament. Please visit http://www.midnightmission.org/golf2020  for more information.pic.twitter.com/FaNbMfxASp",2020-05-06 23:59:43,https://twitter.com/midnightmission/status/1258184701639946240,COVID,34.0522,-118.2437,LA
1258184680081362944,Richard Joseph Holt,"Does this imply cases are being re-coded or whatever the terminology would be? For apples to apples comparisons, we need covid to be coded under same policies as flu. just my opinion",2020-05-06 23:59:38,https://twitter.com/RichardJosephH3/status/1258184680081362944,COVID,34.0522,-118.2437,LA
1258184645004398599,Parenting Today,Helping Parents and Kids Stay Cool and Collected During the COVID 19 Outbreak https://childdevelopmentinfo.com/coronavirus/helping-parents-and-kids-stay-cool-and-collected-during-the-covid-19-outbreak/?utm_source=twitter&utm_medium=social&utm_campaign=ReviveOldPost … #parenting #childdevelopment,2020-05-06 23:59:29,https://twitter.com/parentingweb/status/1258184645004398599,COVID,34.0522,-118.2437,LA
1258184515509350401,Hannah Montana,"Well seeing that COVID mortality rates are higher in men, they may have a cock shortage",2020-05-06 23:58:59,https://twitter.com/Patrickrazzi/status/1258184515509350401,COVID,34.0522,-118.2437,LA
1258184452624093185,Louinator59,"New video launched today and I would not want you to miss out. 
https://hive.blog/lifestyle/@louinator59/welcome-to-gavin-newsom-s-matrix …
#video #covid-19 #california #Governorspic.twitter.com/I3gESiKfse",2020-05-06 23:58:44,https://twitter.com/louinator59/status/1258184452624093185,COVID,34.0522,-118.2437,LA
1258184395111845888,City of San Dimas,"COVID-19 Update 5/6 - View the latest information below:
https://sandimasca.gov/wp-content/uploads/2020/05/PRESS-RELEASE-COVID-19-5.6.2020.pdf …pic.twitter.com/Fik2sIIrUF",2020-05-06 23:58:30,https://twitter.com/cityofsandimas/status/1258184395111845888,COVID,34.0522,-118.2437,LA
1258184252480348161,Patricia Ades,"Developed by researchers at Cedars-Sinai Medical Center, a nonprofit hospital in Los Angeles, the medical device consists of LED lighting that would be inserted down the trachea of COVID-19 patients on ventilators in order to bring controlled ultraviolet light into the patient.",2020-05-06 23:57:56,https://twitter.com/patoffmelrose/status/1258184252480348161,COVID,34.0522,-118.2437,LA
1258184188638846977,David Orozco,"This is preliminary info to track the effects of covid-19, mass testing for everyone hasn't been around long enough for more inclusive surveys. These small studies is what we have, and 44% latinos=99% of all positive caes is not a great first sign for the bigger picture",2020-05-06 23:57:41,https://twitter.com/milk_bottle88/status/1258184188638846977,COVID,34.0522,-118.2437,LA
1258184179780481029,The power of one,"‘Reopen’ protests aren’t just about COVID-19, they’re also brash displays of white supremacy https://dailysoundandfury.com/reopen-protests-arent-just-about-covid-19-theyre-also-brash-displays-of-white-supremacy/ … via @dailysoundnfury",2020-05-06 23:57:39,https://twitter.com/DBerencia/status/1258184179780481029,COVID,34.0522,-118.2437,LA
1258184012868141056,"tina4reals2, J.D.","If anyone would like to engage in some comedic banter over the next few weeks, please let me know. My social & comedic skills have severely decreased in recent weeks (due to COVID-19). I am in desperate need of sharpening my improvisation and comedic abilities: please help me.",2020-05-06 23:56:59,https://twitter.com/tina4reals2/status/1258184012868141056,COVID,34.0522,-118.2437,LA
1258183999492689923,Cerritos Newspaper,"Patient Credits Kaiser Permanente-Downey Doctors, Nurses & Staff After Two Weeks on a Ventilator Due to COVID-19 http://www.loscerritosnews.net/2020/05/06/patient-credits-kaiser-permanente-downey-doctors-nurses-staff-after-two-weeks-on-a-ventilator-due-to-covid-19/ …",2020-05-06 23:56:56,https://twitter.com/cerritosnews/status/1258183999492689923,COVID,34.0522,-118.2437,LA
1258183975245279232,I am human,"Los Angeles should be named the LEAST RACIST CITY IN AMERICA, diverse af. And our racial Covid-19 data is a close reflection of our actual population. #RacismIsAVirus #DeathPenalty for Domestic Terrorists. #LALove",2020-05-06 23:56:50,https://twitter.com/trophicsoul/status/1258183975245279232,COVID,34.0522,-118.2437,LA
1258183855342710784,Jana Monji: The Dragon Lady 🐉 from Pasadena,Important COVID-19 messages from Wellington Paranormal: Ep 5 - Two Metre... https://youtu.be/ttXnKa9lW7I  via @YouTube,2020-05-06 23:56:21,https://twitter.com/janamonji/status/1258183855342710784,COVID,34.0522,-118.2437,LA
1258183732868952064,Hermosa Pie & Cake,"The #CARESAct is a COVID-19 response meant to support families, workers, and small businesses —NOT #BigOil. Join us today in supporting #TheReWINDAct and saying no to a fossil fuel bail-out.https://bit.ly/2YxZ1gu ",2020-05-06 23:55:52,https://twitter.com/HermosaPie/status/1258183732868952064,COVID,34.0522,-118.2437,LA
1258183577855856641,Brandon Muller,"As for testing, the conclusion on page 2/3 says ""Ideally, testing for COVID–19 should be conducted, but it is acceptable to report COVID–19 on a death certificate without this confirmation if the circumstances are compelling within a reasonable degree of certainty.""",2020-05-06 23:55:15,https://twitter.com/RandomSense/status/1258183577855856641,COVID,34.0522,-118.2437,LA
1258183236502478849,Home Design LA,Peloton Sales Jump 66% on Covid-19 Boost for Home Workouts  https://www.bloomberg.com/news/articles/2020-05-06/peloton-sales-jump-66-on-covid-19-boost-for-home-workouts …,2020-05-06 23:53:54,https://twitter.com/homedesignLA/status/1258183236502478849,COVID,34.0522,-118.2437,LA
1258183196543315973,Michelle Nati,UI is broke due to AB5 & Covid. The Feds aren’t going to bail CA out so they got to get the $ from somewhere. Lorena’s folly.,2020-05-06 23:53:44,https://twitter.com/MichelleNati/status/1258183196543315973,COVID,34.0522,-118.2437,LA
1258183084047884290,DJ Xboyfriend,Holy hell covid spread SO hard at NAMM 2020 that’s unreal,2020-05-06 23:53:17,https://twitter.com/djxboyfrien/status/1258183084047884290,COVID,34.0522,-118.2437,LA
1258183045414174721,The Flight of Thiccarus,"Terrible portmanteaus that you just know Dave Mustaine has written in a notebook somewhere during the last two months:

COVID-1984
Conquaror
Antisocial Distancing
Dr. Faucifer 
VacciNation
The Center for Decease Control
The Gavin Newworld Order",2020-05-06 23:53:08,https://twitter.com/TheLotusYeeter/status/1258183045414174721,COVID,34.0522,-118.2437,LA
1258909414469234688,Lonnie Gordon,"Observing Elites Manipulate Our Fear: COVID-19, Propaganda and Knowledge https://www.transcend.org/tms/2020/03/observing-elites-manipulate-our-fear-covid-19-propaganda-and-knowledge/ … via @transcend_media",2020-05-08 23:59:28,https://twitter.com/magiclg7/status/1258909414469234688,COVID,34.0522,-118.2437,LA
