tweet_id,username,text,tweet_date,tweet_url,search_term
1239339838538571776,Ludovic Landry,"There is now more recorded COVID-19 cases outside China than in China. Today is March 15th, it only took 3 days from my previous tweet vs 10 predicted. https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6 …https://twitter.com/ludoviclandry/status/1237959023107796992 …",2020-03-15 23:56:57,https://twitter.com/ludoviclandry/status/1239339838538571776,COVID
1239338768370286592,Thomas Lang,One passenger taken off the ship for COVID-19 earlier in the cruise. How many were exposed? But thanks for the travel bans. https://twitter.com/KatiePhang/status/1239334596610842628 …,2020-03-15 23:52:42,https://twitter.com/ThomasL36975935/status/1239338768370286592,COVID
1239337903659970564,Lili Balfour 🙏🐕🚴📈 👩‍🍳,Sick bastard! Trump is looking to monetize and corner the market on COVID-19 treatment... https://twitter.com/TheRickWilson/status/1239322497591521282 …,2020-03-15 23:49:16,https://twitter.com/lilibalfour/status/1239337903659970564,COVID
1239337390243590144,Tony. Tony? Tony! [=◈︿◈=],Shallow perk of Covid-19 is that there's no traffic ,2020-03-15 23:47:14,https://twitter.com/CarrickTony/status/1239337390243590144,COVID
1239335651931111424,Helen Christie 🏳️‍🌈,"For many years now, I’ve hoped Fox News viewers could finally see that their favorite news outlet is undeniably wrong about something.

I never wanted that to happen as tragically as it’s going to happen this year, though.

COVID-19 has no positive aspects.  Forget schadenfreude.",2020-03-15 23:40:19,https://twitter.com/HCwrites/status/1239335651931111424,COVID
1239335251563941888,Spinfold-On The Mark,"FYI #coronavirus #covid_19 very informative chart for you. Take care be sensible with eyes and ears up. This is a  fluid situation, everchanging..concern and love to you:-) @ Daly City, California https://www.instagram.com/p/B9xeSFlAfZI/?igshid=b8clv7k7kqn6 …",2020-03-15 23:38:44,https://twitter.com/Spinfold/status/1239335251563941888,COVID
1239335095963488256,Aaron Soriano,"Real talk (and not just because I love @Npanagopoulos) @Airbnb’s response to COVID-19 has been by far the most proactive, helpful, and most consumer friendly than any other airline/hotel/travel agency by MILES. 

Users like me won’t forget this when booking future travel. pic.twitter.com/LPhA06cGfN",2020-03-15 23:38:07,https://twitter.com/aaroninbrooklyn/status/1239335095963488256,COVID
1239334581460844544,Someya,"and even if ur probably gonna stay healthy, that doesn’t mean u can’t be carrying the virus and coming in contact with immunocompromised & elderly people who could be severely affected by COVID-19. every life matters. https://twitter.com/literElly/status/1239001283069120517 …",2020-03-15 23:36:04,https://twitter.com/iamsomeya/status/1239334581460844544,COVID
1239333352777248768,Kay 👺,"fuck it, titty pics for the TL before COVID-19 gets me also sorry my mirror is dirty pic.twitter.com/Gi8jBAOHWZ",2020-03-15 23:31:11,https://twitter.com/kinthebay_/status/1239333352777248768,COVID
1239333196728119297,Papi,This man thinks he cured COVID-19 https://twitter.com/theweeknd/status/1239240332790784000 …,2020-03-15 23:30:34,https://twitter.com/johnnybabyyXO/status/1239333196728119297,COVID
1239332298333380608,🇹🇩Chad🇹🇩,"Been telling ppl at my work for two weeks, start saving. Cuz we won’t be working in two weeks-4weeks. It’s not if anymore it’s when. Itd already be happening if the trump administration was so fucking incompetent and horrible with national disasters n had COVID tests on hand",2020-03-15 23:27:00,https://twitter.com/ChadSanJoseBay/status/1239332298333380608,COVID
1239329688322891777,Renee Koszis,Covid-19 is a problem because the healthcare industry is going to run short of supplies. We will be short of supplies to treat ANYONE. https://twitter.com/GavinNewsom/status/1239309418497363968 …,2020-03-15 23:16:37,https://twitter.com/grnaidz/status/1239329688322891777,COVID
1239329533439795200,Renee Koszis,"@JoeBiden @realDonaldTrump @SenSanders @GavinNewsom Covid-19 is a problem because the healthcare industry is going to run short of supplies. We will be short of supplies to treat ANYONE.

Saved the best contacts for last",2020-03-15 23:16:01,https://twitter.com/grnaidz/status/1239329533439795200,COVID
1239328923403431936,Renee Koszis,Covid-19 is a problem because the healthcare industry is going to run short of supplies. We will be short of supplies to treat ANYONE. https://twitter.com/RollingStone/status/1239325523194646536 …,2020-03-15 23:13:35,https://twitter.com/grnaidz/status/1239328923403431936,COVID
1239327089322373120,Sarbjeet Johal (#TheVillager),"List of resources for parents and teachers from @edtech companies to keep our kids learning during #COVID  crisis! 

Thanks Sally for sharing this! https://twitter.com/sallyeaves/status/1238903542309584902 …",2020-03-15 23:06:18,https://twitter.com/sarbjeetjohal/status/1239327089322373120,COVID
1239325910295175169,Melissa Stern,"My new favorite band.
..
..
..
#washyourhands #covid_19 @ Great American Music Hall https://www.instagram.com/p/B9xaCL-hg6v/?igshid=1a7h1dxqdmx4w …",2020-03-15 23:01:37,https://twitter.com/sissastern/status/1239325910295175169,COVID
1239323610122039296,Cannabis West,It's been identified. COVID-19 started in Wuhan.,2020-03-15 22:52:28,https://twitter.com/west_cannabis/status/1239323610122039296,COVID
1239322899430780928,Kirsten Bibbins-Domingo,"Thanks for sharing this story @rosnydaniel - helpful reminder to healthcare professionals in the current time 

wishing you a speedy recovery!!

I am an ER physician and I have COVID-19. by Rosny Daniel https://link.medium.com/3CCa0b3HS4 ",2020-03-15 22:49:39,https://twitter.com/KBibbinsDomingo/status/1239322899430780928,COVID
1239321818747396096,alex caruso fan page,what if zoom created covid-19,2020-03-15 22:45:21,https://twitter.com/woj_nuke/status/1239321818747396096,COVID
