tweet_id,username,text,tweet_date,tweet_url,search_term,lat,long,region
1249484518270083074,The Bay Area Life,"Yes, if you survive the accident and later die in the hospital of something else, you will be a covid 19 death.",2020-04-12 23:48:18,https://twitter.com/TheBayAreaLife/status/1249484518270083074,COVID,37.7749,-122.194,SF
1249474678562762753,Monica Mallon,It will be interesting to see how COVID-19 impacts the Cambrian Park Plaza development... pic.twitter.com/dA1iqrRsEo,2020-04-12 23:09:12,https://twitter.com/monicamallon/status/1249474678562762753,COVID,37.7749,-122.194,SF
1249473813101686785,Jeff Meyers,"#Trump does not care if you die. Full stop. And neither do most of the #GOP
#TrumpLiesPeopleDie
#Easter
#GOPCorruptionOverCountry
#GOPBetrayedAmerica
#TrumpsEasterTraditions
#coronavirus #Covid_19https://twitter.com/Mimirocah1/status/1249069991493865472 …",2020-04-12 23:05:45,https://twitter.com/jephM/status/1249473813101686785,COVID,37.7749,-122.194,SF
1249473256442060802,Villi,Almost certainly Covid will impact who ultimately ends up with the most grand slams. Seems like a tough break for Nadal and Djokovich (especially if US open is cancelled). We may be debating what would have happened and who is the real king of tennis forever.,2020-04-12 23:03:33,https://twitter.com/villi/status/1249473256442060802,COVID,37.7749,-122.194,SF
1249469578582818816,Princess Desiree,"Made a small version of my mom & dads pineapple upside down cake and I even remembered a secret of their's.. So excited!!!

Happy Easter 2020

#Covid-19Easter @ Princess D's Castle https://www.instagram.com/p/B-5e03yjMolu_vfpF59f4IDcf5Qnzu5HcWBG-Q0/?igshid=1ugyoii768e2 …",2020-04-12 22:48:56,https://twitter.com/princessdesiree/status/1249469578582818816,COVID,37.7749,-122.194,SF
1249467447448494080,dumbeast HD,Ampoules of effective Covid-19 antiviral,2020-04-12 22:40:28,https://twitter.com/dumbeast/status/1249467447448494080,COVID,37.7749,-122.194,SF
1249459260213297152,Kevin Story,"Step 1, think about it. Step 2, think about it a little more. Step 3, make a frame and stretch the canvas. Step 4, gain COVID-19 momentum while thanking the front line workers across the board... stay tuned. … https://www.instagram.com/p/B-5aJjtDMGf/?igshid=10xu9sxwq4yv9 …",2020-04-12 22:07:56,https://twitter.com/kevstory/status/1249459260213297152,COVID,37.7749,-122.194,SF
1249456242856046597,Nelly,"Jesus, confused, resurrects from the dead to an empty Jerusalem. No one warned him about COVID-19 and the mandated shelter in place. pic.twitter.com/Oaq3CGOyy6",2020-04-12 21:55:56,https://twitter.com/squirtpapi/status/1249456242856046597,COVID,37.7749,-122.194,SF
1249448212169019392,Luigi Wright,Winning? Yeah we’re number 1 in deaths due to COVID-19 https://twitter.com/realDonaldTrump/status/1249418405951799309 …,2020-04-12 21:24:02,https://twitter.com/lululemonade0/status/1249448212169019392,COVID,37.7749,-122.194,SF
1249447000547840001,Namo US Channel,"India is suffering from Fanatic Islamist virus which is spreading Covid-19 , Fanatic Islamist Don’t obey the Laws and instructions of Government which is everyone ‘s Interest .",2020-04-12 21:19:13,https://twitter.com/namo_us/status/1249447000547840001,COVID,37.7749,-122.194,SF
1249445601844039680,IG: @AllDatNoise,"NBA Hall of Famer Gary Payton provided food for Oakland's Alta Bates Summit Medical Campus on Saturday amid the COVID-19 pandemic, per TMZ Sports, providing ""barbecue sandwiches and sides from local restaurant… https://www.instagram.com/p/B-5T76RAsze/?igshid=1hhzaxwgpzyk8 …",2020-04-12 21:13:39,https://twitter.com/AllDatNoise/status/1249445601844039680,COVID,37.7749,-122.194,SF
