tweet_id,username,text,tweet_date,tweet_url,search_term
1244050994071126018, William Schwartzman,"Last edition of MMWR published by CDC  reports troubling results of study indicating significant incidence of Asymptomatic COVID-19 infections among Seattle nursing home residents; no difference in symptoms noted with different concentrations of virus. Wash the hands, wear a mask pic.twitter.com/apaB9YN5kd",2020-03-28 23:57:24,https://twitter.com/w7272042/status/1244050994071126018,COVID
1244050353814794240,Monica Monroe,"Abandoned Photo Series: 
Edwards Cinemas • Camarillo, CA
#Covid_19pic.twitter.com/JBPpxsRFKD – at Regal Edwards Camarillo Palace & IMAX",2020-03-28 23:54:52,https://twitter.com/monicamonroe/status/1244050353814794240,COVID
1244047880077352962,Johnny Goodluck🍀,"#Repost misswhitneymorgan 
Bored in #covid_19 #quarantine? Listen to @demonseed69 with @demonseed69 @MrGoodluckXXX & I 24/7/365 from anywhere in the world on http://DemonSeedRadioNetwork.com 
.
.
.
.
.
#bored #bold #tripod… https://www.instagram.com/p/B-S8k_Rl9nE/?igshid=p2f6tj6xhkv1 …",2020-03-28 23:45:02,https://twitter.com/MrGoodluckXXX/status/1244047880077352962,COVID
1244047677572038657,𝔗𝔈𝔐𝔓𝔏𝔈💗,Posting thirst traps till covid passes,2020-03-28 23:44:14,https://twitter.com/_templeshields/status/1244047677572038657,COVID
1244047570243993601,Dulce Flores,"Love in the time of  #Coronavirus  Two super human decided to defeat #covid_19  #Batman  marries #Robin  in the most difficult time. 
#SpreadLoveNotCorona  … https://www.instagram.com/p/B-SrThCAsytUlevMjLZGDflkQIaIoavpN7bShM0/?igshid=rifyfp3am4tl …",2020-03-28 23:43:48,https://twitter.com/duti83/status/1244047570243993601,COVID
1244047495178698760,Dulce Flores,"#WeddingDay more  and  will come soon! 

Sooo, we decided to continue with our wedding plans,  even when we knew we needed to comply with the CDC regulations do to #covid_19 but,… https://www.instagram.com/p/B-SRBMBAGG5ZiKLixrBXfIFKESrd2iAIXnBj5U0/?igshid=c52yeeyy10hf …",2020-03-28 23:43:30,https://twitter.com/duti83/status/1244047495178698760,COVID
1244047463721263105,CHP Baldwin Park,"We have received many calls from concerned citizens that too many people have been driving dangerously fast. Speeders, consider yourselves warned. We are out there in numbers. 
#speedenforcement #freeway #chp #Covid_19 #virus #quarantine #saferathome #californiapic.twitter.com/DG6WRe1nDl",2020-03-28 23:43:23,https://twitter.com/CHPBaldwinPark/status/1244047463721263105,COVID
1244046223251771398,Joe Luis Cedillo,"Celebrating my niece Sophia's 11th birthday from afar. Necessary sacrifice to stop Covid-19.
#QuaraLife @ Los Angeles, California https://www.instagram.com/p/B-S8lSNp46H/?igshid=md6pu8fu2713 …",2020-03-28 23:38:27,https://twitter.com/JoeLuisCedillo/status/1244046223251771398,COVID
1244045655762284545,Erin,"“we just liked the name Covid. It’s like David, but different.”
- some parents in 9 months",2020-03-28 23:36:12,https://twitter.com/ebrozey/status/1244045655762284545,COVID
1244044570264055810,Julian1911357,They’re testing Covid-21,2020-03-28 23:31:53,https://twitter.com/julian87m/status/1244044570264055810,COVID
1244043269606002688,Voice from above,"Petition update · BREAKING NEWS: As of Saturday afternoon, there are 179 cases of coronavirus (COVID-19) now confirmed · http://Change.org  #austintexas I am in #commifornia city of #torrance ⁦@TorranceCA⁩ full of shit mayor ⁦@patfurey⁩ FUhttps://www.change.org/p/greg-abbott-governor-greg-abbott-suspend-rent-mortgage-utility-payments-during-coronavirus-crisis-48edc89e-c042-42e8-b896-83c835f67858/u/26163162?cs_tk=AhgCq9AINxtzPhDNg14AAXicyyvNyQEABF8BvFfI1wIk-48mShJeUosEpNU%3D&utm_campaign=1b93eba07ddb4d84b2bf37c74f127896&utm_content=initial_v0_4_0&utm_medium=email&utm_source=petition_update&utm_term=cs …",2020-03-28 23:26:43,https://twitter.com/KICKINGASS2016/status/1244043269606002688,COVID
1244042786183229446,Jennifer Willis,"@drizly to the rescue! #covid_19 #saferathome #flattenthecurve #drizly #whiteclaw #lime @ Pasadena, California https://www.instagram.com/p/B-S7BXAnKP3/?igshid=6cq7w2u8uczy …",2020-03-28 23:24:48,https://twitter.com/jenn0977/status/1244042786183229446,COVID
